neurons,trained_patterns,test_patterns,test_pattern_hamming,simulations_per_step,min_proportion,mean_proportion,max_proportion,std_proportion,25_perc,mode,75_perc
250,2,100,25,200,100,100,100,0,100,100,100
250,2,100,102,200,35,93.02,100,11.1301,92,98,100
250,2,100,7,200,100,100,100,0,100,100,100
250,2,100,117,200,0,34.41,84,18.6405,20,32,46
250,2,100,92,200,90,99.44,100,1.64008,100,100,100
250,2,100,2,200,100,100,100,0,100,100,100
250,2,100,14,200,100,100,100,0,100,100,100
250,2,100,68,200,100,100,100,0,100,100,100
250,2,100,78,200,100,100,100,0,100,100,100
250,2,100,98,200,70,97.22,100,5.4966,97,100,100
250,2,100,63,200,100,100,100,0,100,100,100
250,2,100,88,200,92,99.905,100,0.638761,100,100,100
250,2,100,43,200,100,100,100,0,100,100,100
250,2,100,53,200,100,100,100,0,100,100,100
250,2,100,73,200,100,100,100,0,100,100,100
250,2,100,20,200,100,100,100,0,100,100,100
250,2,100,32,200,100,100,100,0,100,100,100
250,2,100,83,200,100,100,100,0,100,100,100
250,2,100,113,200,3,56.575,96,21.313,40,56,76
250,2,100,38,200,100,100,100,0,100,100,100
250,2,100,58,200,100,100,100,0,100,100,100
250,2,100,48,200,100,100,100,0,100,100,100
250,2,100,123,200,0,4.015,21,4.12064,1,3,6
250,2,100,108,200,17,77.145,100,18.8753,65,83,92
250,2,100,8,200,100,100,100,0,100,100,100
250,2,100,103,200,50,93.215,100,9.58059,90,98,100
250,2,100,118,200,0,28.045,75,17.6138,15,26,40
250,2,100,26,200,100,100,100,0,100,100,100
250,2,100,93,200,78,99.355,100,2.22344,100,100,100
250,2,100,3,200,100,100,100,0,100,100,100
250,2,100,69,200,100,100,100,0,100,100,100
250,2,100,15,200,100,100,100,0,100,100,100
250,2,100,79,200,100,100,100,0,100,100,100
250,2,100,99,200,61,96.715,100,6.19075,96,100,100
250,2,100,64,200,100,100,100,0,100,100,100
250,2,100,54,200,100,100,100,0,100,100,100
250,2,100,89,200,82,99.685,100,1.61518,100,100,100
250,2,100,39,200,100,100,100,0,100,100,100
250,2,100,84,200,94,99.955,100,0.451658,100,100,100
250,2,100,44,200,100,100,100,0,100,100,100
250,2,100,33,200,100,100,100,0,100,100,100
250,2,100,74,200,100,100,100,0,100,100,100
250,2,100,21,200,100,100,100,0,100,100,100
250,2,100,59,200,100,100,100,0,100,100,100
250,2,100,114,200,4,51.215,91,20.0977,35,51,66
250,2,100,124,200,0,1.73,15,2.22979,0,1,3
250,2,100,109,200,23,75.575,100,18.3164,63,81,90
250,2,100,49,200,100,100,100,0,100,100,100
250,2,100,9,200,100,100,100,0,100,100,100
250,2,100,104,200,30,87.95,100,15.1994,84,94,99
250,2,100,119,200,0,23.985,69,15.1603,13,21,33
250,2,100,94,200,77,99.12,100,2.95283,100,100,100
250,2,100,27,200,100,100,100,0,100,100,100
250,2,100,4,200,100,100,100,0,100,100,100
250,2,100,16,200,100,100,100,0,100,100,100
250,2,100,80,200,97,99.985,100,0.212132,100,100,100
250,2,100,90,200,93,99.835,100,0.762023,100,100,100
250,2,100,70,200,100,100,100,0,100,100,100
250,2,100,100,200,16,94.3,100,12.4072,95,100,100
250,2,100,55,200,100,100,100,0,100,100,100
250,2,100,65,200,100,100,100,0,100,100,100
250,2,100,85,200,94,99.94,100,0.527057,100,100,100
250,2,100,45,200,100,100,100,0,100,100,100
250,2,100,40,200,100,100,100,0,100,100,100
250,2,100,22,200,100,100,100,0,100,100,100
250,2,100,115,200,4,46.13,98,19.4841,31,43,62
250,2,100,60,200,100,100,100,0,100,100,100
250,2,100,34,200,100,100,100,0,100,100,100
250,2,100,125,200,0,0.585,14,2.0007,0,0,0
250,2,100,75,200,100,100,100,0,100,100,100
250,2,100,110,200,15,72.825,100,18.9717,59,75,89
250,2,100,10,200,100,100,100,0,100,100,100
250,2,100,50,200,100,100,100,0,100,100,100
250,2,100,95,200,81,99.04,100,2.69345,100,100,100
250,2,100,120,200,0,17.415,80,13.7242,6,15,27
250,2,100,105,200,27,87.125,100,13.6955,80,92,98
250,2,100,28,200,100,100,100,0,100,100,100
250,2,100,5,200,100,100,100,0,100,100,100
250,2,100,17,200,100,100,100,0,100,100,100
250,2,100,23,200,100,100,100,0,100,100,100
250,2,100,35,200,100,100,100,0,100,100,100
250,2,100,11,200,100,100,100,0,100,100,100
250,2,100,29,200,100,100,100,0,100,100,100
250,3,100,0,200,100,100,100,0,100,100,100
250,3,100,12,200,100,100,100,0,100,100,100
250,3,100,41,200,100,100,100,0,100,100,100
250,3,100,24,200,100,100,100,0,100,100,100
250,3,100,81,200,88,99.835,100,1.03106,100,100,100
250,3,100,36,200,100,100,100,0,100,100,100
250,3,100,56,200,100,100,100,0,100,100,100
250,3,100,66,200,100,100,100,0,100,100,100
250,3,100,71,200,96,99.975,100,0.291203,100,100,100
250,3,100,46,200,100,100,100,0,100,100,100
250,3,100,91,200,78,98.755,100,2.94078,99,100,100
250,3,100,6,200,100,100,100,0,100,100,100
250,3,100,86,200,88,99.535,100,1.55592,100,100,100
250,3,100,61,200,100,100,100,0,100,100,100
250,3,100,96,200,74,96.705,100,5.29321,96,99,100
250,3,100,30,200,100,100,100,0,100,100,100
250,3,100,18,200,100,100,100,0,100,100,100
250,3,100,51,200,100,100,100,0,100,100,100
250,3,100,76,200,95,99.925,100,0.46955,100,100,100
250,3,100,106,200,18,74.35,100,17.1352,64,77,87
250,3,100,111,200,5,53.92,97,20.1764,39,56,70
250,3,100,116,200,0,24.915,68,14.8184,14,23,36
250,3,100,101,200,43,89.245,100,11.4876,84,94,97
250,3,100,121,200,0,4.825,22,4.60984,1,3,7
250,3,100,1,200,100,100,100,0,100,100,100
250,3,100,13,200,100,100,100,0,100,100,100
250,3,100,25,200,100,100,100,0,100,100,100
250,3,100,82,200,90,99.8,100,0.945765,100,100,100
250,3,100,57,200,100,100,100,0,100,100,100
250,3,100,7,200,100,100,100,0,100,100,100
250,3,100,37,200,100,100,100,0,100,100,100
250,3,100,47,200,100,100,100,0,100,100,100
250,3,100,87,200,82,99.435,100,1.91156,100,100,100
250,3,100,72,200,100,100,100,0,100,100,100
250,3,100,42,200,100,100,100,0,100,100,100
250,3,100,67,200,100,100,100,0,100,100,100
250,3,100,31,200,100,100,100,0,100,100,100
250,3,100,97,200,62,94.835,100,7.08085,93,98,100
250,3,100,92,200,72,98.25,100,4.02224,98,100,100
250,3,100,62,200,100,100,100,0,100,100,100
250,3,100,77,200,88,99.905,100,0.883105,100,100,100
250,3,100,19,200,100,100,100,0,100,100,100
250,3,100,52,200,100,100,100,0,100,100,100
250,3,100,107,200,18,71.62,100,17.6728,60,74,87
250,3,100,112,200,5,48.955,90,18.7148,36,48,61
250,3,100,117,200,0,20.47,63,13.5509,11,18,29
250,3,100,122,200,0,2.685,16,3.04006,0,2,4
250,3,100,102,200,31,86.81,100,11.8387,80,90,96
250,3,100,2,200,100,100,100,0,100,100,100
250,3,100,83,200,81,99.7,100,1.79894,100,100,100
250,3,100,26,200,100,100,100,0,100,100,100
250,3,100,48,200,100,100,100,0,100,100,100
250,3,100,73,200,100,100,100,0,100,100,100
250,3,100,68,200,100,100,100,0,100,100,100
250,3,100,38,200,100,100,100,0,100,100,100
250,3,100,14,200,100,100,100,0,100,100,100
250,3,100,88,200,87,99.26,100,1.84919,99,100,100
250,3,100,32,200,100,100,100,0,100,100,100
250,3,100,43,200,100,100,100,0,100,100,100
250,3,100,58,200,100,100,100,0,100,100,100
250,3,100,93,200,65,97.76,100,4.88176,98,100,100
250,3,100,8,200,100,100,100,0,100,100,100
250,3,100,63,200,100,100,100,0,100,100,100
250,3,100,98,200,62,94.715,100,6.82545,92,98,100
250,3,100,78,200,98,99.975,100,0.18587,100,100,100
250,3,100,20,200,100,100,100,0,100,100,100
250,3,100,108,200,29,68.34,98,17.158,55,71,82
250,3,100,113,200,3,42.37,88,16.6272,31,41,54
250,3,100,53,200,100,100,100,0,100,100,100
250,3,100,123,200,0,1.625,10,2.0186,0,1,3
250,3,100,103,200,32,85.755,100,12.7931,77,90,96
250,3,100,118,200,0,14.195,50,10.2358,6,13,20
250,3,100,3,200,100,100,100,0,100,100,100
250,3,100,84,200,93,99.755,100,0.882536,100,100,100
250,3,100,49,200,100,100,100,0,100,100,100
250,3,100,74,200,99,99.995,100,0.0707107,100,100,100
250,3,100,27,200,100,100,100,0,100,100,100
250,3,100,69,200,98,99.99,100,0.141421,100,100,100
250,3,100,33,200,100,100,100,0,100,100,100
250,3,100,39,200,100,100,100,0,100,100,100
250,3,100,15,200,100,100,100,0,100,100,100
250,3,100,44,200,100,100,100,0,100,100,100
250,3,100,59,200,100,100,100,0,100,100,100
250,3,100,89,200,86,99.155,100,2.12687,100,100,100
250,3,100,64,200,100,100,100,0,100,100,100
250,3,100,94,200,76,97.625,100,4.27502,97,99,100
250,3,100,99,200,45,93.72,100,8.02331,91,97,99
250,3,100,79,200,93,99.895,100,0.697429,100,100,100
250,3,100,9,200,100,100,100,0,100,100,100
250,3,100,21,200,100,100,100,0,100,100,100
250,3,100,109,200,19,65.75,99,18.6821,51,68,82
250,3,100,124,200,0,0.575,4,0.921205,0,0,1
250,3,100,114,200,0,36.44,83,17.2666,23,36,49
250,3,100,104,200,27,82.46,100,14.168,74,87,93
250,3,100,54,200,100,100,100,0,100,100,100
250,3,100,119,200,0,12.035,49,9.72505,4,11,18
250,3,100,4,200,100,100,100,0,100,100,100
250,3,100,85,200,89,99.76,100,1.19143,100,100,100
250,3,100,50,200,100,100,100,0,100,100,100
250,3,100,75,200,99,99.995,100,0.0707107,100,100,100
250,3,100,34,200,100,100,100,0,100,100,100
250,3,100,45,200,100,100,100,0,100,100,100
250,3,100,40,200,100,100,100,0,100,100,100
250,3,100,16,200,100,100,100,0,100,100,100
250,3,100,70,200,100,100,100,0,100,100,100
250,3,100,28,200,100,100,100,0,100,100,100
250,3,100,60,200,100,100,100,0,100,100,100
250,3,100,65,200,100,100,100,0,100,100,100
250,3,100,80,200,97,99.955,100,0.270817,100,100,100
250,3,100,90,200,81,99.09,100,2.38123,99,100,100
250,3,100,100,200,41,91.66,100,11.5085,87,98,100
250,3,100,95,200,74,96.915,100,4.98014,96,99,100
250,3,100,22,200,100,100,100,0,100,100,100
250,3,100,10,200,100,100,100,0,100,100,100
250,3,100,125,200,0,0.21,5,0.638702,0,0,0
250,3,100,110,200,18,60.01,97,18.4036,45,62,74
250,3,100,115,200,1,30.35,69,14.905,21,29,39
250,3,100,105,200,26,80.33,100,14.7601,71,84,92
250,3,100,55,200,100,100,100,0,100,100,100
250,3,100,120,200,0,8.06,32,6.88501,3,6,12
250,3,100,5,200,100,100,100,0,100,100,100
250,3,100,17,200,100,100,100,0,100,100,100
250,3,100,35,200,100,100,100,0,100,100,100
250,3,100,29,200,100,100,100,0,100,100,100
250,3,100,23,200,100,100,100,0,100,100,100
250,3,100,11,200,100,100,100,0,100,100,100
250,4,100,0,200,100,100,100,0,100,100,100
250,4,100,36,200,100,100,100,0,100,100,100
250,4,100,30,200,100,100,100,0,100,100,100
250,4,100,56,200,100,100,100,0,100,100,100
250,4,100,66,200,94,99.97,100,0.424264,100,100,100
250,4,100,61,200,100,100,100,0,100,100,100
250,4,100,86,200,88,99.4,100,1.81285,100,100,100
250,4,100,46,200,100,100,100,0,100,100,100
250,4,100,76,200,98,99.98,100,0.172478,100,100,100
250,4,100,51,200,100,100,100,0,100,100,100
250,4,100,24,200,100,100,100,0,100,100,100
250,4,100,12,200,100,100,100,0,100,100,100
250,4,100,71,200,97,99.975,100,0.23377,100,100,100
250,4,100,81,200,94,99.71,100,0.943585,100,100,100
250,4,100,41,200,100,100,100,0,100,100,100
250,4,100,91,200,79,98.22,100,3.24875,98,100,100
250,4,100,96,200,65,94.48,100,6.71529,93,97,99
250,4,100,6,200,100,100,100,0,100,100,100
250,4,100,101,200,44,87.085,100,10.3384,82,90,95
250,4,100,18,200,100,100,100,0,100,100,100
250,4,100,106,200,18,69.145,98,17.4734,57,72,83
250,4,100,121,200,0,2.78,16,3.02944,0,2,4
250,4,100,111,200,7,45.645,87,18.0284,33,46,60
250,4,100,116,200,0,17.335,60,11.5881,9,15,25
250,4,100,1,200,100,100,100,0,100,100,100
250,4,100,57,200,99,99.995,100,0.0707107,100,100,100
250,4,100,77,200,89,99.91,100,0.821752,100,100,100
250,4,100,31,200,100,100,100,0,100,100,100
250,4,100,62,200,100,100,100,0,100,100,100
250,4,100,67,200,100,100,100,0,100,100,100
250,4,100,47,200,100,100,100,0,100,100,100
250,4,100,37,200,100,100,100,0,100,100,100
250,4,100,82,200,96,99.81,100,0.629189,100,100,100
250,4,100,13,200,100,100,100,0,100,100,100
250,4,100,87,200,86,99.13,100,2.05773,99,100,100
250,4,100,25,200,100,100,100,0,100,100,100
250,4,100,72,200,98,99.99,100,0.141421,100,100,100
250,4,100,42,200,100,100,100,0,100,100,100
250,4,100,92,200,73,97.375,100,4.36689,97,99,100
250,4,100,97,200,52,93.17,100,8.47053,91,96,99
250,4,100,7,200,100,100,100,0,100,100,100
250,4,100,52,200,100,100,100,0,100,100,100
250,4,100,19,200,100,100,100,0,100,100,100
250,4,100,102,200,32,83.99,100,13.2411,77,88,94
250,4,100,107,200,5,67.965,100,17.2575,57,70,81
250,4,100,122,200,0,1.425,7,1.66983,0,1,2
250,4,100,112,200,5,40.17,92,16.0568,29,40,51
250,4,100,117,200,0,13.015,43,8.62477,7,11,19
250,4,100,2,200,100,100,100,0,100,100,100
250,4,100,58,200,99,99.995,100,0.0707107,100,100,100
250,4,100,78,200,96,99.87,100,0.560958,100,100,100
250,4,100,32,200,100,100,100,0,100,100,100
250,4,100,48,200,100,100,100,0,100,100,100
250,4,100,68,200,98,99.99,100,0.141421,100,100,100
250,4,100,63,200,100,100,100,0,100,100,100
250,4,100,14,200,100,100,100,0,100,100,100
250,4,100,83,200,90,99.625,100,1.4404,100,100,100
250,4,100,73,200,99,99.99,100,0.0997484,100,100,100
250,4,100,26,200,100,100,100,0,100,100,100
250,4,100,43,200,100,100,100,0,100,100,100
250,4,100,93,200,73,97.115,100,4.96539,97,99,100
250,4,100,88,200,70,99.005,100,2.87512,99,100,100
250,4,100,98,200,60,92.755,100,8.10763,89,95,99
250,4,100,53,200,100,100,100,0,100,100,100
250,4,100,8,200,100,100,100,0,100,100,100
250,4,100,38,200,100,100,100,0,100,100,100
250,4,100,20,200,100,100,100,0,100,100,100
250,4,100,103,200,35,81.625,100,12.9702,75,84,92
250,4,100,108,200,14,59.93,96,17.3766,47,60,74
250,4,100,123,200,0,0.725,4,1.06066,0,0,1
250,4,100,113,200,1,31.525,74,16.343,19,29,42
250,4,100,118,200,0,9.295,39,7.43738,3,8,15
250,4,100,3,200,100,100,100,0,100,100,100
250,4,100,59,200,100,100,100,0,100,100,100
250,4,100,79,200,94,99.9,100,0.609803,100,100,100
250,4,100,33,200,100,100,100,0,100,100,100
250,4,100,49,200,100,100,100,0,100,100,100
250,4,100,69,200,100,100,100,0,100,100,100
250,4,100,15,200,100,100,100,0,100,100,100
250,4,100,64,200,100,100,100,0,100,100,100
250,4,100,74,200,94,99.96,100,0.43514,100,100,100
250,4,100,84,200,88,99.525,100,1.65926,100,100,100
250,4,100,27,200,100,100,100,0,100,100,100
250,4,100,44,200,100,100,100,0,100,100,100
250,4,100,94,200,68,96.41,100,5.01274,95,98,100
250,4,100,89,200,80,98.645,100,2.92949,99,100,100
250,4,100,54,200,100,100,100,0,100,100,100
250,4,100,99,200,50,90.705,100,10.498,87,95,98
250,4,100,21,200,100,100,100,0,100,100,100
250,4,100,9,200,100,100,100,0,100,100,100
250,4,100,39,200,100,100,100,0,100,100,100
250,4,100,104,200,24,77.69,99,15.8933,70,81,91
250,4,100,109,200,12,55.455,91,17.5688,43,56,70
250,4,100,124,200,0,0.345,4,0.630845,0,0,1
250,4,100,114,200,1,26.43,61,12.7998,16,25,35
250,4,100,119,200,0,6.625,31,5.41674,3,5,9
250,4,100,4,200,100,100,100,0,100,100,100
250,4,100,60,200,100,100,100,0,100,100,100
250,4,100,80,200,93,99.78,100,0.874887,100,100,100
250,4,100,34,200,100,100,100,0,100,100,100
250,4,100,50,200,100,100,100,0,100,100,100
250,4,100,70,200,95,99.96,100,0.372955,100,100,100
250,4,100,16,200,100,100,100,0,100,100,100
250,4,100,75,200,97,99.955,100,0.305683,100,100,100
250,4,100,85,200,91,99.435,100,1.50235,100,100,100
250,4,100,65,200,100,100,100,0,100,100,100
250,4,100,55,200,100,100,100,0,100,100,100
250,4,100,45,200,100,100,100,0,100,100,100
250,4,100,28,200,100,100,100,0,100,100,100
250,4,100,22,200,100,100,100,0,100,100,100
250,4,100,10,200,100,100,100,0,100,100,100
250,4,100,95,200,67,95.935,100,5.14618,94,98,100
250,4,100,90,200,81,98.535,100,2.81396,98,100,100
250,4,100,100,200,44,88.31,100,12.462,81,93,98
250,4,100,40,200,100,100,100,0,100,100,100
250,4,100,105,200,17,74.98,100,15.4971,68,77,86
250,4,100,125,200,0,0.11,5,0.467969,0,0,0
250,4,100,110,200,9,52.52,93,17.9885,38,54,65
250,4,100,115,200,0,21.26,60,13.4912,10,20,29
250,4,100,120,200,0,4.615,16,3.95283,1,4,7
250,4,100,5,200,100,100,100,0,100,100,100
250,4,100,35,200,100,100,100,0,100,100,100
250,4,100,17,200,100,100,100,0,100,100,100
250,4,100,29,200,100,100,100,0,100,100,100
250,4,100,23,200,100,100,100,0,100,100,100
250,4,100,11,200,100,100,100,0,100,100,100
250,5,100,0,200,100,100,100,0,100,100,100
250,5,100,12,200,100,100,100,0,100,100,100
250,5,100,41,200,100,100,100,0,100,100,100
250,5,100,36,200,100,100,100,0,100,100,100
250,5,100,56,200,100,100,100,0,100,100,100
250,5,100,30,200,100,100,100,0,100,100,100
250,5,100,51,200,100,100,100,0,100,100,100
250,5,100,18,200,100,100,100,0,100,100,100
250,5,100,71,200,100,100,100,0,100,100,100
250,5,100,66,200,100,100,100,0,100,100,100
250,5,100,76,200,98,99.95,100,0.26046,100,100,100
250,5,100,61,200,100,100,100,0,100,100,100
250,5,100,24,200,100,100,100,0,100,100,100
250,5,100,6,200,100,100,100,0,100,100,100
250,5,100,81,200,96,99.81,100,0.621151,100,100,100
250,5,100,86,200,89,99.41,100,1.61398,100,100,100
250,5,100,46,200,100,100,100,0,100,100,100
250,5,100,91,200,83,97.62,100,3.90665,97,99,100
250,5,100,96,200,61,94.415,100,6.35569,93,96,99
250,5,100,101,200,45,85.28,100,10.8314,79,88,94
250,5,100,121,200,0,1.955,11,2.181,0,1,3
250,5,100,106,200,18,64.71,97,17.8065,52,66,77
250,5,100,111,200,5,36.83,82,15.9607,25,36,47
250,5,100,116,200,1,14.72,51,8.7656,8,13,20
250,5,100,1,200,100,100,100,0,100,100,100
250,5,100,13,200,100,100,100,0,100,100,100
250,5,100,42,200,100,100,100,0,100,100,100
250,5,100,31,200,100,100,100,0,100,100,100
250,5,100,37,200,100,100,100,0,100,100,100
250,5,100,57,200,100,100,100,0,100,100,100
250,5,100,52,200,100,100,100,0,100,100,100
250,5,100,19,200,100,100,100,0,100,100,100
250,5,100,62,200,100,100,100,0,100,100,100
250,5,100,77,200,89,99.91,100,0.803197,100,100,100
250,5,100,72,200,98,99.98,100,0.172478,100,100,100
250,5,100,25,200,100,100,100,0,100,100,100
250,5,100,67,200,100,100,100,0,100,100,100
250,5,100,82,200,88,99.68,100,1.25918,100,100,100
250,5,100,87,200,85,98.86,100,2.16421,99,100,100
250,5,100,47,200,100,100,100,0,100,100,100
250,5,100,92,200,69,97.4,100,4.26155,97,99,100
250,5,100,7,200,100,100,100,0,100,100,100
250,5,100,97,200,62,92.36,100,7.59598,90,95,98
250,5,100,102,200,39,81.43,100,12.7506,75,85,91
250,5,100,122,200,0,1.02,7,1.46298,0,0,2
250,5,100,107,200,5,59.09,94,17.7002,47,60,72
250,5,100,112,200,3,34.355,77,15.8282,22,32,48
250,5,100,117,200,0,10.185,39,7.72328,4,9,15
250,5,100,2,200,100,100,100,0,100,100,100
250,5,100,14,200,100,100,100,0,100,100,100
250,5,100,32,200,100,100,100,0,100,100,100
250,5,100,58,200,100,100,100,0,100,100,100
250,5,100,43,200,100,100,100,0,100,100,100
250,5,100,38,200,100,100,100,0,100,100,100
250,5,100,53,200,99,99.995,100,0.0707107,100,100,100
250,5,100,20,200,100,100,100,0,100,100,100
250,5,100,63,200,100,100,100,0,100,100,100
250,5,100,78,200,96,99.885,100,0.450321,100,100,100
250,5,100,73,200,98,99.965,100,0.20975,100,100,100
250,5,100,68,200,99,99.995,100,0.0707107,100,100,100
250,5,100,26,200,100,100,100,0,100,100,100
250,5,100,83,200,90,99.63,100,1.28896,100,100,100
250,5,100,88,200,83,98.765,100,2.32525,99,100,100
250,5,100,48,200,100,100,100,0,100,100,100
250,5,100,93,200,75,96.33,100,5.09222,95,98,100
250,5,100,8,200,100,100,100,0,100,100,100
250,5,100,103,200,33,76.02,100,14.7991,67,79,88
250,5,100,98,200,51,91.365,100,9.14384,89,94,98
250,5,100,123,200,0,0.54,5,0.934218,0,0,1
250,5,100,108,200,15,54.78,94,17.5041,43,56,67
250,5,100,113,200,5,28.9,73,13.8241,18,28,38
250,5,100,118,200,0,7.645,24,5.88491,4,6,11
250,5,100,3,200,100,100,100,0,100,100,100
250,5,100,33,200,100,100,100,0,100,100,100
250,5,100,59,200,100,100,100,0,100,100,100
250,5,100,54,200,100,100,100,0,100,100,100
250,5,100,44,200,100,100,100,0,100,100,100
250,5,100,21,200,100,100,100,0,100,100,100
250,5,100,39,200,100,100,100,0,100,100,100
250,5,100,64,200,100,100,100,0,100,100,100
250,5,100,15,200,100,100,100,0,100,100,100
250,5,100,79,200,95,99.865,100,0.56424,100,100,100
250,5,100,74,200,99,99.985,100,0.121857,100,100,100
250,5,100,69,200,99,99.99,100,0.0997484,100,100,100
250,5,100,27,200,100,100,100,0,100,100,100
250,5,100,84,200,88,99.53,100,1.48327,100,100,100
250,5,100,89,200,72,98.485,100,3.40112,99,100,100
250,5,100,49,200,100,100,100,0,100,100,100
250,5,100,94,200,61,95.925,100,5.56635,95,98,99
250,5,100,9,200,100,100,100,0,100,100,100
250,5,100,104,200,29,73.815,99,15.1436,65,76,87
250,5,100,99,200,50,88.98,100,9.74755,85,91,96
250,5,100,124,200,0,0.25,3,0.546804,0,0,0
250,5,100,109,200,7,47.865,93,17.1094,36,49,60
250,5,100,114,200,2,20.78,57,12.1284,12,18,27
250,5,100,4,200,100,100,100,0,100,100,100
250,5,100,34,200,100,100,100,0,100,100,100
250,5,100,22,200,100,100,100,0,100,100,100
250,5,100,119,200,0,4.93,23,4.81884,1,4,7
250,5,100,55,200,100,100,100,0,100,100,100
250,5,100,60,200,100,100,100,0,100,100,100
250,5,100,45,200,100,100,100,0,100,100,100
250,5,100,65,200,100,100,100,0,100,100,100
250,5,100,40,200,100,100,100,0,100,100,100
250,5,100,80,200,90,99.85,100,0.860933,100,100,100
250,5,100,16,200,100,100,100,0,100,100,100
250,5,100,75,200,94,99.875,100,0.694107,100,100,100
250,5,100,70,200,99,99.995,100,0.0707107,100,100,100
250,5,100,28,200,100,100,100,0,100,100,100
250,5,100,90,200,80,98.17,100,3.05413,98,99,100
250,5,100,85,200,92,99.435,100,1.38396,100,100,100
250,5,100,50,200,100,100,100,0,100,100,100
250,5,100,95,200,64,94.155,100,6.82082,92,97,99
250,5,100,10,200,100,100,100,0,100,100,100
250,5,100,125,200,0,0.09,2,0.335354,0,0,0
250,5,100,100,200,12,87.27,100,12.8148,82,91,97
250,5,100,105,200,33,70.125,99,14.373,59,72,80
250,5,100,5,200,100,100,100,0,100,100,100
250,5,100,110,200,8,43.255,87,16.5927,32,40,55
250,5,100,115,200,1,17.945,50,9.37612,11,17,24
250,5,100,17,200,100,100,100,0,100,100,100
250,5,100,35,200,100,100,100,0,100,100,100
250,5,100,23,200,100,100,100,0,100,100,100
250,5,100,120,200,0,3.13,15,2.91989,1,2,5
250,5,100,29,200,100,100,100,0,100,100,100
250,5,100,11,200,100,100,100,0,100,100,100
250,6,100,0,200,100,100,100,0,100,100,100
250,6,100,61,200,100,100,100,0,100,100,100
250,6,100,56,200,100,100,100,0,100,100,100
250,6,100,18,200,100,100,100,0,100,100,100
250,6,100,51,200,100,100,100,0,100,100,100
250,6,100,76,200,91,99.875,100,0.736265,100,100,100
250,6,100,36,200,100,100,100,0,100,100,100
250,6,100,30,200,100,100,100,0,100,100,100
250,6,100,6,200,100,100,100,0,100,100,100
250,6,100,66,200,99,99.99,100,0.0997484,100,100,100
250,6,100,81,200,94,99.69,100,0.926386,100,100,100
250,6,100,12,200,100,100,100,0,100,100,100
250,6,100,24,200,100,100,100,0,100,100,100
250,6,100,71,200,97,99.98,100,0.223269,100,100,100
250,6,100,41,200,100,100,100,0,100,100,100
250,6,100,46,200,100,100,100,0,100,100,100
250,6,100,91,200,81,97.545,100,3.45073,97,99,100
250,6,100,86,200,86,99.04,100,1.86704,99,100,100
250,6,100,101,200,39,80.82,99,13.0626,72,83,91
250,6,100,111,200,5,33.735,69,13.3437,23,33,44
250,6,100,96,200,60,91.83,100,8.52081,89,95,98
250,6,100,116,200,0,11,32,7.0668,5,10,15
250,6,100,121,200,0,1.575,11,1.9528,0,1,2
250,6,100,106,200,9,58.98,97,16.1727,49,61,70
250,6,100,1,200,100,100,100,0,100,100,100
250,6,100,62,200,100,100,100,0,100,100,100
250,6,100,57,200,99,99.995,100,0.0707107,100,100,100
250,6,100,52,200,100,100,100,0,100,100,100
250,6,100,37,200,100,100,100,0,100,100,100
250,6,100,77,200,98,99.935,100,0.318247,100,100,100
250,6,100,19,200,100,100,100,0,100,100,100
250,6,100,13,200,100,100,100,0,100,100,100
250,6,100,67,200,99,99.995,100,0.0707107,100,100,100
250,6,100,7,200,100,100,100,0,100,100,100
250,6,100,31,200,100,100,100,0,100,100,100
250,6,100,82,200,93,99.755,100,0.829709,100,100,100
250,6,100,42,200,100,100,100,0,100,100,100
250,6,100,25,200,100,100,100,0,100,100,100
250,6,100,72,200,98,99.99,100,0.141421,100,100,100
250,6,100,47,200,100,100,100,0,100,100,100
250,6,100,92,200,79,96.555,100,4.5575,95,98,100
250,6,100,87,200,86,98.97,100,1.9897,99,100,100
250,6,100,102,200,31,77.595,98,14.3022,69,80,89
250,6,100,97,200,55,90.32,100,9.04803,87,93,97
250,6,100,112,200,2,27.715,84,12.5195,19,25,36
250,6,100,117,200,0,7.72,38,6.04602,3,6,11
250,6,100,107,200,11,54.01,94,17.0004,41,55,67
250,6,100,122,200,0,0.87,8,1.3006,0,0,1
250,6,100,2,200,100,100,100,0,100,100,100
250,6,100,63,200,100,100,100,0,100,100,100
250,6,100,58,200,100,100,100,0,100,100,100
250,6,100,53,200,100,100,100,0,100,100,100
250,6,100,38,200,100,100,100,0,100,100,100
250,6,100,14,200,100,100,100,0,100,100,100
250,6,100,78,200,96,99.885,100,0.541518,100,100,100
250,6,100,20,200,100,100,100,0,100,100,100
250,6,100,68,200,99,99.99,100,0.0997484,100,100,100
250,6,100,8,200,100,100,100,0,100,100,100
250,6,100,43,200,100,100,100,0,100,100,100
250,6,100,32,200,100,100,100,0,100,100,100
250,6,100,83,200,88,99.6,100,1.47338,100,100,100
250,6,100,73,200,89,99.925,100,0.795322,100,100,100
250,6,100,26,200,100,100,100,0,100,100,100
250,6,100,48,200,100,100,100,0,100,100,100
250,6,100,93,200,73,95.315,100,5.46949,93,97,99
250,6,100,88,200,87,98.82,100,2.18437,99,100,100
250,6,100,98,200,40,87.895,100,11.0615,84,90,97
250,6,100,103,200,23,73.19,99,15.1526,64,77,85
250,6,100,113,200,1,23.845,69,11.7756,15,23,33
